umidade_solo,declividade,chuva_24h,temperatura,velocidade,idade_maquina,horas_operacao,status_operacao,score_risco,risco,recomendacao
35.82,10.74,16.37,37.77,15.68,3.26,11.49,Deslocamento,37.26,MEDIO,Pausa recomendada - risco de fadiga
53.39,18.04,24.17,40.0,10.37,13.48,11.67,Deslocamento,73.87,ALTO,Pausa recomendada - risco de fadiga
30.19,24.66,0.0,30.02,12.41,8.08,7.57,Deslocamento,30.84,MEDIO,Reduzir velocidade
41.48,22.12,12.29,35.51,13.81,6.66,13.0,Colheita,45.69,MEDIO,Pausa recomendada - risco de fadiga
28.5,28.0,8.17,30.5,16.1,8.38,10.7,Colheita,69.07,ALTO,Atencao a inclinacao - reduzir velocidade
28.57,9.35,2.22,30.88,7.0,7.06,0.69,Manobra,0.46,BAIXO,Seguir rota atual
42.68,20.08,31.23,41.87,15.72,13.46,8.0,Manobra,66.99,ALTO,Atencao a inclinacao - reduzir velocidade
47.99,27.97,9.96,42.36,10.29,5.61,9.08,Colheita,73.87,ALTO,Interromper operacao
23.04,6.42,5.61,27.53,5.0,6.56,6.73,Deslocamento,5.66,BAIXO,Seguir rota atual
50.86,30.0,32.83,44.4,17.32,10.66,10.74,Manobra,76.75,ALTO,Atencao a inclinacao - reduzir velocidade
27.46,17.81,6.93,39.35,11.04,3.24,11.28,Colheita,30.44,MEDIO,Pausa recomendada - risco de fadiga
28.3,19.77,10.23,36.8,15.28,9.44,7.28,Colheita,32.06,MEDIO,Atencao a inclinacao - reduzir velocidade
60.89,27.58,43.53,45.0,23.0,15.2,14.0,Manobra,79.85,ALTO,Atencao a inclinacao - reduzir velocidade
38.35,21.05,18.93,43.21,10.48,6.1,8.83,Manobra,53.09,ALTO,Interromper operacao
8.56,6.3,5.51,21.55,4.15,5.21,6.73,Deslocamento,6.16,BAIXO,Seguir rota atual
41.53,29.46,53.17,45.0,26.87,20.0,11.29,Manobra,75.83,ALTO,Atencao a inclinacao - reduzir velocidade
40.66,20.75,18.02,44.6,10.96,9.42,12.75,Colheita,54.74,ALTO,Pausa recomendada - risco de fadiga
27.14,6.55,6.56,27.71,10.0,5.22,7.05,Colheita,6.93,BAIXO,Seguir rota atual
38.49,10.39,4.15,29.61,6.27,12.0,5.36,Colheita,17.43,BAIXO,Seguir rota atual
38.36,19.49,26.78,42.6,13.51,13.73,6.98,Colheita,53.01,ALTO,Interromper operacao
41.11,23.36,31.66,37.69,11.16,9.31,7.33,Deslocamento,36.07,MEDIO,Reduzir velocidade
45.69,26.19,9.6,40.89,12.4,7.71,8.33,Manobra,69.8,ALTO,Interromper operacao
48.45,22.36,47.64,42.88,24.98,14.28,11.67,Deslocamento,75.1,ALTO,Atencao a inclinacao - reduzir velocidade
34.77,22.22,23.91,36.57,15.26,12.7,8.56,Colheita,54.19,ALTO,Atencao a inclinacao - reduzir velocidade
15.89,8.92,0.6,27.75,5.21,8.19,9.0,Deslocamento,10.19,BAIXO,Seguir rota atual
13.97,10.14,1.82,31.2,4.47,6.44,3.25,Manobra,0.77,BAIXO,Seguir rota atual
18.55,3.88,6.47,21.82,8.1,3.97,4.77,Deslocamento,1.11,BAIXO,Seguir rota atual
40.89,19.71,19.68,44.59,12.67,15.52,13.0,Manobra,65.72,ALTO,Pausa recomendada - risco de fadiga
14.29,2.18,4.91,23.26,10.74,5.1,3.4,Deslocamento,8.41,BAIXO,Seguir rota atual
25.82,24.36,5.14,36.18,14.87,6.55,8.91,Manobra,32.15,MEDIO,Reduzir velocidade
39.9,24.05,22.73,39.34,15.19,10.88,7.04,Colheita,55.45,ALTO,Atencao a inclinacao - reduzir velocidade
51.29,30.0,36.16,40.68,18.52,16.17,12.9,Colheita,77.21,ALTO,Atencao a inclinacao - reduzir velocidade
18.89,4.33,4.28,18.18,7.29,7.61,2.5,Colheita,6.82,BAIXO,Seguir rota atual
42.34,30.0,38.88,45.0,21.38,13.51,12.88,Deslocamento,75.38,ALTO,Atencao a inclinacao - reduzir velocidade
13.81,8.53,2.86,19.4,7.67,4.21,4.69,Manobra,2.85,BAIXO,Seguir rota atual
43.95,30.0,53.77,45.0,20.78,8.81,14.0,Manobra,75.74,ALTO,Atencao a inclinacao - reduzir velocidade
19.57,5.0,5.25,31.84,6.95,8.84,7.17,Colheita,5.02,BAIXO,Seguir rota atual
26.39,17.3,12.79,25.15,11.55,3.71,8.05,Colheita,29.63,MEDIO,Reduzir velocidade
38.21,20.93,13.58,36.71,21.88,17.6,7.68,Colheita,74.78,ALTO,Atencao a inclinacao - reduzir velocidade
31.07,6.4,4.39,25.68,5.68,7.95,5.25,Colheita,9.58,BAIXO,Seguir rota atual
16.66,2.78,1.32,17.79,7.02,1.41,4.47,Deslocamento,4.07,BAIXO,Seguir rota atual
48.22,25.6,17.74,39.74,20.64,13.56,9.34,Manobra,76.04,ALTO,Atencao a inclinacao - reduzir velocidade
31.44,23.18,24.63,38.11,15.87,10.91,9.63,Manobra,63.13,ALTO,Atencao a inclinacao - reduzir velocidade
25.07,21.33,25.75,38.11,15.16,9.73,10.72,Deslocamento,44.16,MEDIO,Atencao a inclinacao - reduzir velocidade
38.7,19.18,28.66,42.79,13.19,13.49,11.07,Manobra,67.79,ALTO,Pausa recomendada - risco de fadiga
40.14,13.22,13.03,33.72,10.93,15.0,9.6,Deslocamento,44.89,MEDIO,Verificar equipamento - desgaste elevado
17.3,0.0,8.17,19.27,4.99,4.01,7.83,Colheita,4.06,BAIXO,Seguir rota atual
25.41,7.37,4.92,23.0,7.28,5.22,6.94,Deslocamento,3.68,BAIXO,Seguir rota atual
26.77,9.98,2.91,29.71,6.82,1.75,4.19,Deslocamento,4.66,BAIXO,Seguir rota atual
50.42,29.73,43.16,39.37,22.23,14.34,12.37,Manobra,77.5,ALTO,Atencao a inclinacao - reduzir velocidade
42.36,24.08,5.03,33.54,8.88,10.1,11.9,Colheita,38.22,MEDIO,Reduzir velocidade
32.48,19.03,15.33,38.02,13.31,4.43,10.36,Colheita,54.34,ALTO,Pausa recomendada - risco de fadiga
27.57,15.46,6.27,33.66,11.34,3.68,10.92,Colheita,18.65,BAIXO,Seguir rota atual
55.64,21.16,54.78,40.57,25.43,13.79,12.06,Manobra,76.96,ALTO,Atencao a inclinacao - reduzir velocidade
18.7,12.85,0.28,29.04,9.2,7.15,9.0,Colheita,7.99,BAIXO,Seguir rota atual
30.77,23.83,7.47,40.93,11.98,6.84,11.61,Manobra,44.34,MEDIO,Pausa recomendada - risco de fadiga
31.07,14.35,5.42,38.48,16.18,8.33,11.64,Manobra,32.68,MEDIO,Pausa recomendada - risco de fadiga
31.85,20.67,15.69,39.66,15.25,14.07,9.11,Colheita,65.97,ALTO,Atencao a inclinacao - reduzir velocidade
20.97,7.82,1.22,25.43,6.71,4.5,5.06,Deslocamento,5.32,BAIXO,Seguir rota atual
50.38,25.7,57.73,39.49,19.12,20.0,9.92,Manobra,77.5,ALTO,Atencao a inclinacao - reduzir velocidade
43.23,29.2,24.23,42.29,30.0,9.37,8.04,Deslocamento,73.21,ALTO,Atencao a inclinacao - reduzir velocidade
23.01,23.59,13.62,33.95,14.05,12.17,12.57,Manobra,44.62,MEDIO,Verificar equipamento - desgaste elevado
38.52,15.1,11.43,38.72,14.22,11.44,12.24,Colheita,57.85,ALTO,Pausa recomendada - risco de fadiga
56.37,26.48,55.98,44.07,22.26,16.72,12.14,Colheita,78.83,ALTO,Atencao a inclinacao - reduzir velocidade
52.35,17.68,13.88,39.62,16.32,15.8,9.95,Manobra,73.94,ALTO,Atencao a inclinacao - reduzir velocidade
10.04,11.37,6.26,16.29,6.99,0.23,3.67,Manobra,4.28,BAIXO,Seguir rota atual
27.78,23.24,8.58,30.86,14.64,3.7,9.66,Manobra,32.22,MEDIO,Reduzir velocidade
35.12,20.9,22.03,41.56,19.01,11.75,10.61,Deslocamento,62.0,ALTO,Atencao a inclinacao - reduzir velocidade
31.5,20.73,10.2,35.61,6.59,8.99,9.73,Manobra,36.35,MEDIO,Reduzir velocidade
35.92,18.15,29.81,41.47,14.31,8.59,8.36,Manobra,57.67,ALTO,Interromper operacao
56.51,27.41,39.49,44.53,18.74,18.5,14.0,Manobra,77.95,ALTO,Atencao a inclinacao - reduzir velocidade
47.67,25.11,20.0,38.56,16.64,14.41,11.35,Deslocamento,76.74,ALTO,Atencao a inclinacao - reduzir velocidade
24.24,18.88,10.53,38.11,6.3,7.62,6.23,Colheita,26.99,MEDIO,Reduzir velocidade
26.31,11.14,1.31,22.17,6.08,0.0,5.67,Manobra,3.9,BAIXO,Seguir rota atual
48.64,29.91,34.02,41.14,15.97,10.99,9.64,Deslocamento,74.82,ALTO,Atencao a inclinacao - reduzir velocidade
54.98,24.91,46.24,41.86,16.92,13.5,13.2,Deslocamento,76.66,ALTO,Atencao a inclinacao - reduzir velocidade
11.55,11.24,1.45,23.59,8.06,3.01,5.08,Colheita,2.38,BAIXO,Seguir rota atual
48.43,27.39,21.19,37.51,24.46,17.11,10.18,Deslocamento,71.95,ALTO,Atencao a inclinacao - reduzir velocidade
48.78,27.88,51.93,36.92,18.46,13.0,13.41,Deslocamento,69.87,ALTO,Atencao a inclinacao - reduzir velocidade
50.0,19.09,0.97,37.61,15.96,8.32,7.19,Colheita,70.44,ALTO,Atencao a inclinacao - reduzir velocidade
42.66,22.65,2.87,37.53,14.99,11.55,8.87,Manobra,43.2,MEDIO,Reduzir velocidade
32.14,24.91,1.95,37.75,7.89,11.2,8.48,Colheita,37.31,MEDIO,Reduzir velocidade
28.88,9.97,0.33,33.12,10.1,7.65,3.48,Deslocamento,10.0,BAIXO,Seguir rota atual
17.86,8.58,1.89,34.46,7.29,0.0,5.68,Colheita,1.87,BAIXO,Seguir rota atual
37.91,21.78,15.05,42.42,18.36,12.85,9.32,Colheita,62.48,ALTO,Atencao a inclinacao - reduzir velocidade
19.71,8.08,1.59,28.89,7.92,9.62,7.51,Colheita,1.99,BAIXO,Seguir rota atual
15.2,11.28,1.15,29.48,5.97,1.93,5.56,Deslocamento,2.55,BAIXO,Seguir rota atual
13.6,13.0,7.11,36.33,10.89,3.26,7.36,Colheita,10.73,BAIXO,Seguir rota atual
38.13,22.33,7.92,40.63,13.19,5.76,8.44,Manobra,42.41,MEDIO,Reduzir velocidade
42.99,26.68,56.12,45.0,27.61,13.09,14.0,Colheita,79.49,ALTO,Atencao a inclinacao - reduzir velocidade
18.65,13.89,3.93,29.54,9.95,4.42,5.44,Colheita,6.05,BAIXO,Seguir rota atual
29.02,7.47,0.04,36.72,6.06,5.48,7.31,Colheita,5.62,BAIXO,Seguir rota atual
36.35,18.98,20.03,34.62,14.14,12.74,9.46,Colheita,54.76,ALTO,Verificar equipamento - desgaste elevado
22.65,26.38,8.52,41.72,11.22,5.36,9.54,Manobra,73.03,ALTO,Interromper operacao
18.49,3.29,8.41,22.89,3.32,8.98,3.99,Manobra,3.56,BAIXO,Seguir rota atual
30.14,12.94,16.7,30.84,12.18,10.74,9.84,Deslocamento,43.94,MEDIO,Reduzir velocidade
19.58,1.19,1.57,26.94,5.43,5.61,6.36,Colheita,4.34,BAIXO,Seguir rota atual
26.74,3.1,10.59,29.84,7.0,8.27,9.0,Colheita,19.4,BAIXO,Seguir rota atual
23.49,19.1,0.0,36.77,13.1,7.88,7.69,Deslocamento,19.27,BAIXO,Seguir rota atual
18.6,21.49,15.28,33.64,13.32,3.3,9.91,Manobra,36.05,MEDIO,Reduzir velocidade
48.03,24.71,37.4,41.82,23.53,10.06,11.21,Colheita,74.93,ALTO,Atencao a inclinacao - reduzir velocidade
34.67,15.6,16.98,32.59,9.99,5.07,12.6,Deslocamento,31.28,MEDIO,Reduzir velocidade
39.42,16.25,13.53,36.8,12.77,6.97,7.5,Colheita,31.43,MEDIO,Reduzir velocidade
42.03,20.36,32.53,36.19,19.61,11.67,10.6,Colheita,54.21,ALTO,Atencao a inclinacao - reduzir velocidade
25.83,5.48,6.59,15.0,5.56,2.23,2.49,Colheita,0.83,BAIXO,Seguir rota atual
38.71,23.16,23.62,40.72,13.0,13.11,10.25,Colheita,64.59,ALTO,Pausa recomendada - risco de fadiga
26.55,11.11,4.09,21.51,5.69,3.35,4.37,Deslocamento,5.25,BAIXO,Seguir rota atual
51.34,29.15,44.49,43.05,22.57,12.45,10.15,Colheita,79.61,ALTO,Atencao a inclinacao - reduzir velocidade
7.71,5.22,5.42,22.49,6.52,6.4,6.04,Deslocamento,1.6,BAIXO,Seguir rota atual
26.36,23.99,13.64,31.48,9.53,11.57,8.71,Colheita,36.15,MEDIO,Reduzir velocidade
5.0,2.4,3.25,20.18,6.17,5.1,7.92,Manobra,3.22,BAIXO,Seguir rota atual
48.55,30.0,59.29,45.0,23.14,8.11,12.92,Colheita,76.71,ALTO,Atencao a inclinacao - reduzir velocidade
43.39,19.68,16.72,39.44,13.7,11.26,9.67,Manobra,64.93,ALTO,Interromper operacao
15.06,18.0,13.99,32.77,11.33,4.87,12.57,Manobra,35.19,MEDIO,Reduzir velocidade
31.77,4.46,4.44,22.6,8.23,6.53,6.62,Manobra,11.12,BAIXO,Seguir rota atual
41.99,30.0,9.78,34.87,13.82,7.3,7.02,Deslocamento,67.19,ALTO,Interromper operacao
12.99,4.31,1.14,28.59,5.99,4.46,6.79,Deslocamento,1.55,BAIXO,Seguir rota atual
46.17,26.21,48.66,37.18,12.46,15.04,12.98,Colheita,72.21,ALTO,Pausa recomendada - risco de fadiga
34.45,8.63,6.46,25.02,7.59,10.0,0.75,Colheita,21.47,BAIXO,Seguir rota atual
22.9,16.54,4.85,34.25,5.74,4.9,5.07,Colheita,4.77,BAIXO,Seguir rota atual
5.0,3.33,0.71,30.11,8.74,5.97,6.65,Colheita,4.22,BAIXO,Seguir rota atual
33.69,24.81,8.04,36.23,11.2,10.05,8.16,Manobra,43.5,MEDIO,Reduzir velocidade
42.81,15.47,2.51,38.75,11.73,6.64,10.78,Colheita,37.58,MEDIO,Pausa recomendada - risco de fadiga
15.75,7.2,8.2,33.7,10.14,4.15,7.46,Deslocamento,10.56,BAIXO,Seguir rota atual
34.31,19.28,0.0,45.02,12.41,11.62,8.18,Deslocamento,74.58,ALTO,Interromper operacao
40.56,18.5,1.48,37.77,7.7,5.49,4.79,Deslocamento,18.23,BAIXO,Seguir rota atual
23.61,20.71,0.0,30.08,11.99,6.37,12.98,Deslocamento,31.74,MEDIO,Reduzir velocidade
49.67,16.53,10.79,39.0,10.21,3.51,8.98,Colheita,72.05,ALTO,Interromper operacao
33.62,18.26,10.21,33.0,8.54,8.33,9.77,Deslocamento,35.04,MEDIO,Reduzir velocidade
25.59,23.71,0.0,33.69,11.23,6.09,7.87,Colheita,16.78,BAIXO,Seguir rota atual
33.1,4.6,11.32,28.19,7.18,6.43,9.0,Manobra,26.04,MEDIO,Reduzir velocidade
13.04,3.52,1.74,26.16,3.55,5.07,8.39,Deslocamento,14.05,BAIXO,Seguir rota atual
50.76,26.12,38.82,45.0,18.7,19.54,14.0,Manobra,77.73,ALTO,Atencao a inclinacao - reduzir velocidade
51.28,26.97,55.31,45.0,18.78,12.42,9.36,Colheita,74.34,ALTO,Atencao a inclinacao - reduzir velocidade
38.27,22.67,1.25,34.18,7.96,5.3,10.1,Colheita,29.44,MEDIO,Reduzir velocidade
14.87,6.8,0.0,26.93,6.91,2.81,4.62,Colheita,2.73,BAIXO,Seguir rota atual
41.08,19.56,6.19,45.42,13.1,11.71,12.02,Colheita,77.09,ALTO,Pausa recomendada - risco de fadiga
50.0,15.02,10.25,33.17,10.38,5.84,6.75,Colheita,65.16,ALTO,Interromper operacao
19.71,2.1,6.84,26.28,7.84,3.6,4.27,Deslocamento,4.23,BAIXO,Seguir rota atual
22.01,3.34,2.93,21.7,5.22,0.0,7.68,Colheita,3.78,BAIXO,Seguir rota atual
35.88,25.49,26.55,36.14,11.73,19.68,13.5,Deslocamento,75.65,ALTO,Pausa recomendada - risco de fadiga
39.81,22.77,12.95,41.3,12.85,5.9,7.36,Manobra,43.79,MEDIO,Reduzir velocidade
20.15,3.48,3.8,20.63,5.44,7.56,5.49,Deslocamento,0.48,BAIXO,Seguir rota atual
19.93,11.52,5.44,33.23,6.08,3.71,2.4,Colheita,3.5,BAIXO,Seguir rota atual
17.0,11.86,7.9,30.8,3.41,8.25,1.32,Colheita,2.06,BAIXO,Seguir rota atual
45.39,20.9,23.62,36.0,18.51,7.61,8.66,Deslocamento,72.16,ALTO,Atencao a inclinacao - reduzir velocidade
13.01,0.98,4.28,35.03,12.0,5.29,7.23,Colheita,12.87,BAIXO,Seguir rota atual
21.62,10.0,2.97,26.98,8.07,3.26,4.85,Deslocamento,0.52,BAIXO,Seguir rota atual
39.65,24.48,9.47,39.85,20.74,15.49,12.7,Colheita,72.4,ALTO,Atencao a inclinacao - reduzir velocidade
20.17,9.28,7.01,33.8,3.1,1.05,7.62,Manobra,2.89,BAIXO,Seguir rota atual
38.34,19.98,7.97,38.33,10.79,18.27,9.96,Manobra,54.24,ALTO,Verificar equipamento - desgaste elevado
19.59,10.35,6.89,30.73,9.15,3.11,4.4,Deslocamento,5.48,BAIXO,Seguir rota atual
25.38,5.89,3.98,27.99,8.57,0.0,6.43,Colheita,3.65,BAIXO,Seguir rota atual
18.36,10.83,6.33,34.04,9.71,9.04,7.89,Colheita,4.83,BAIXO,Seguir rota atual
41.75,22.1,24.98,42.2,14.07,13.21,9.93,Manobra,63.75,ALTO,Verificar equipamento - desgaste elevado
45.73,30.0,45.55,45.0,15.5,12.33,12.07,Deslocamento,76.46,ALTO,Atencao a inclinacao - reduzir velocidade
55.69,28.2,48.1,39.62,17.37,14.97,9.27,Colheita,77.56,ALTO,Atencao a inclinacao - reduzir velocidade
30.74,22.0,3.09,42.42,15.67,3.29,7.14,Colheita,35.54,MEDIO,Atencao a inclinacao - reduzir velocidade
26.29,19.65,24.13,38.76,16.38,7.43,11.6,Colheita,45.56,MEDIO,Atencao a inclinacao - reduzir velocidade
16.11,8.05,3.72,19.64,4.69,7.9,5.8,Deslocamento,4.1,BAIXO,Seguir rota atual
27.35,9.3,4.43,17.37,6.46,4.92,8.91,Colheita,12.09,BAIXO,Seguir rota atual
53.43,30.0,50.98,40.87,22.47,14.71,10.12,Deslocamento,75.6,ALTO,Atencao a inclinacao - reduzir velocidade
17.31,7.18,8.82,15.6,9.41,2.19,2.26,Colheita,4.76,BAIXO,Seguir rota atual
28.26,10.93,7.76,30.0,11.12,6.68,4.69,Deslocamento,9.92,BAIXO,Seguir rota atual
22.4,12.97,1.66,22.74,6.38,0.0,5.28,Manobra,3.81,BAIXO,Seguir rota atual
6.8,8.21,6.6,23.62,10.35,0.62,7.38,Manobra,10.52,BAIXO,Seguir rota atual
24.73,1.14,12.13,25.68,5.25,0.78,4.56,Colheita,11.07,BAIXO,Seguir rota atual
33.98,20.41,6.51,38.53,10.84,2.2,8.7,Colheita,41.5,MEDIO,Reduzir velocidade
16.06,21.42,3.1,36.65,15.94,5.15,11.12,Colheita,32.87,MEDIO,Atencao a inclinacao - reduzir velocidade
47.83,30.0,41.35,40.48,24.75,12.69,10.32,Manobra,72.28,ALTO,Atencao a inclinacao - reduzir velocidade
37.13,21.87,28.74,34.2,15.07,13.87,10.39,Deslocamento,53.63,ALTO,Atencao a inclinacao - reduzir velocidade
29.17,7.7,3.45,28.96,7.2,3.83,6.03,Deslocamento,3.81,BAIXO,Seguir rota atual
15.43,5.56,2.42,32.77,0.56,6.19,5.07,Colheita,4.82,BAIXO,Seguir rota atual
21.55,21.24,10.38,38.36,4.04,12.1,7.52,Deslocamento,40.15,MEDIO,Reduzir velocidade
40.49,22.96,3.62,38.64,10.84,1.79,11.34,Colheita,40.28,MEDIO,Pausa recomendada - risco de fadiga
14.57,4.58,2.79,27.36,6.89,6.64,2.32,Deslocamento,2.98,BAIXO,Seguir rota atual
35.55,21.65,33.18,39.66,18.26,12.12,9.03,Colheita,60.75,ALTO,Atencao a inclinacao - reduzir velocidade
33.03,19.33,11.02,41.5,13.08,11.56,7.07,Deslocamento,55.06,ALTO,Interromper operacao
31.68,17.1,9.57,34.56,14.19,5.21,9.09,Colheita,30.54,MEDIO,Reduzir velocidade
40.49,11.74,18.61,34.87,5.92,8.47,9.07,Colheita,33.18,MEDIO,Reduzir velocidade
19.43,11.96,6.24,27.49,7.9,4.69,8.55,Deslocamento,10.24,BAIXO,Seguir rota atual
42.6,27.42,45.65,45.0,18.62,8.77,12.31,Colheita,76.09,ALTO,Atencao a inclinacao - reduzir velocidade
41.69,26.47,7.84,43.46,22.1,10.87,7.42,Manobra,73.17,ALTO,Atencao a inclinacao - reduzir velocidade
17.15,8.06,5.69,23.04,10.11,1.66,1.52,Deslocamento,9.13,BAIXO,Seguir rota atual
55.53,20.18,42.96,45.0,21.95,10.64,11.89,Deslocamento,73.18,ALTO,Atencao a inclinacao - reduzir velocidade
34.59,20.64,11.31,31.84,17.06,8.74,10.45,Colheita,44.55,MEDIO,Atencao a inclinacao - reduzir velocidade
46.86,30.0,42.43,43.83,18.27,11.01,13.38,Deslocamento,73.02,ALTO,Atencao a inclinacao - reduzir velocidade
37.34,19.44,12.85,42.1,13.11,11.65,10.03,Deslocamento,67.59,ALTO,Pausa recomendada - risco de fadiga
19.66,14.12,9.68,33.05,15.17,10.9,10.44,Deslocamento,29.68,MEDIO,Reduzir velocidade
32.74,7.67,5.95,23.08,11.9,10.95,5.02,Deslocamento,32.39,MEDIO,Reduzir velocidade
22.71,13.44,3.56,22.72,8.75,5.24,5.37,Colheita,3.04,BAIXO,Seguir rota atual
28.33,13.13,9.18,39.62,11.32,12.31,7.59,Colheita,30.54,MEDIO,Reduzir velocidade
33.67,21.8,17.34,42.31,12.68,16.1,13.93,Colheita,65.42,ALTO,Pausa recomendada - risco de fadiga
19.73,13.0,0.83,31.38,9.09,7.59,4.97,Colheita,3.91,BAIXO,Seguir rota atual
5.0,5.43,2.12,21.11,7.24,3.74,3.35,Colheita,3.13,BAIXO,Seguir rota atual
44.71,24.85,56.21,41.02,19.94,12.63,12.68,Manobra,76.78,ALTO,Atencao a inclinacao - reduzir velocidade
52.28,17.87,55.22,45.0,17.8,11.08,11.1,Manobra,72.15,ALTO,Atencao a inclinacao - reduzir velocidade
28.95,20.9,0.0,31.53,16.62,5.22,11.49,Colheita,27.58,MEDIO,Atencao a inclinacao - reduzir velocidade
22.49,0.76,5.91,25.41,6.09,5.73,5.95,Manobra,6.49,BAIXO,Seguir rota atual
24.95,12.71,5.22,19.12,6.05,12.0,6.45,Deslocamento,11.45,BAIXO,Seguir rota atual
36.59,13.58,4.73,27.51,6.93,0.0,5.04,Manobra,10.13,BAIXO,Seguir rota atual
56.05,25.2,49.12,45.0,18.36,12.65,9.96,Manobra,79.33,ALTO,Atencao a inclinacao - reduzir velocidade
14.24,2.85,1.3,33.1,5.17,5.38,3.99,Deslocamento,3.46,BAIXO,Seguir rota atual
44.43,25.24,12.32,37.22,11.31,4.42,12.89,Colheita,74.65,ALTO,Pausa recomendada - risco de fadiga
14.68,10.65,7.18,23.22,9.08,7.29,8.46,Colheita,10.35,BAIXO,Seguir rota atual
31.25,14.86,5.47,36.84,12.17,6.82,5.18,Colheita,15.95,BAIXO,Seguir rota atual
42.82,27.92,21.71,41.83,16.72,13.19,11.86,Manobra,79.7,ALTO,Atencao a inclinacao - reduzir velocidade
51.98,26.06,37.04,42.25,23.26,13.05,12.63,Colheita,77.98,ALTO,Atencao a inclinacao - reduzir velocidade
23.07,11.33,7.85,26.39,4.38,3.96,5.09,Deslocamento,3.76,BAIXO,Seguir rota atual
7.15,13.55,4.43,27.91,9.73,3.11,6.15,Colheita,5.45,BAIXO,Seguir rota atual
19.23,7.26,1.68,34.33,6.25,7.1,1.25,Manobra,3.19,BAIXO,Seguir rota atual
55.9,30.0,45.97,42.32,23.6,20.0,8.47,Colheita,77.66,ALTO,Atencao a inclinacao - reduzir velocidade
53.91,24.27,44.8,42.26,20.29,13.97,9.73,Colheita,71.22,ALTO,Atencao a inclinacao - reduzir velocidade
43.23,12.82,10.7,34.69,8.49,8.61,5.89,Colheita,15.96,BAIXO,Seguir rota atual
40.24,17.73,21.69,37.23,13.65,12.88,8.45,Colheita,45.96,MEDIO,Reduzir velocidade
39.65,17.46,23.05,45.29,23.38,12.27,11.58,Colheita,73.5,ALTO,Atencao a inclinacao - reduzir velocidade
7.54,14.01,6.33,23.58,9.47,4.24,4.08,Deslocamento,4.42,BAIXO,Seguir rota atual
52.38,23.81,55.22,39.83,17.8,11.27,13.52,Colheita,73.31,ALTO,Atencao a inclinacao - reduzir velocidade
30.07,14.61,4.97,35.87,8.46,4.54,13.0,Colheita,21.7,BAIXO,Seguir rota atual
28.12,18.71,6.16,34.31,13.86,10.84,8.39,Manobra,39.38,MEDIO,Reduzir velocidade
25.11,25.1,7.52,42.92,5.26,8.59,12.84,Colheita,67.6,ALTO,Pausa recomendada - risco de fadiga
17.53,7.1,4.89,23.21,6.38,3.99,3.75,Manobra,3.19,BAIXO,Seguir rota atual
28.6,9.84,4.75,30.04,6.47,2.68,3.79,Manobra,6.06,BAIXO,Seguir rota atual
40.01,18.82,14.0,38.45,21.37,3.68,9.64,Colheita,77.96,ALTO,Atencao a inclinacao - reduzir velocidade
32.08,8.49,6.26,26.5,5.67,0.0,5.41,Colheita,11.91,BAIXO,Seguir rota atual
35.35,19.6,14.01,45.23,22.21,12.65,9.07,Colheita,80.34,ALTO,Atencao a inclinacao - reduzir velocidade
11.76,9.87,9.35,24.76,2.24,7.01,6.97,Deslocamento,2.16,BAIXO,Seguir rota atual
22.31,20.71,10.26,35.71,9.63,11.05,8.19,Deslocamento,35.36,MEDIO,Reduzir velocidade
9.6,0.0,7.78,29.08,7.18,3.68,3.94,Deslocamento,1.62,BAIXO,Seguir rota atual
26.39,18.27,0.0,33.06,11.07,9.83,8.92,Manobra,30.88,MEDIO,Reduzir velocidade
44.77,26.05,26.47,41.41,15.04,9.06,11.48,Colheita,74.35,ALTO,Atencao a inclinacao - reduzir velocidade
31.76,9.37,9.75,18.37,4.69,7.57,5.53,Manobra,9.7,BAIXO,Seguir rota atual
45.51,19.94,3.66,35.15,7.4,4.61,10.94,Deslocamento,69.62,ALTO,Pausa recomendada - risco de fadiga
41.98,21.45,0.0,34.57,8.33,11.53,7.83,Deslocamento,32.46,MEDIO,Reduzir velocidade
33.49,22.09,12.88,44.45,12.8,7.8,5.69,Manobra,40.95,MEDIO,Reduzir velocidade
49.85,25.31,30.71,45.0,24.67,13.92,14.0,Manobra,74.81,ALTO,Atencao a inclinacao - reduzir velocidade
43.98,19.53,9.69,42.45,16.19,12.51,8.31,Colheita,56.64,ALTO,Atencao a inclinacao - reduzir velocidade
24.26,4.98,3.69,33.23,5.68,0.28,2.89,Colheita,3.06,BAIXO,Seguir rota atual
26.96,9.02,3.61,23.45,7.97,2.45,5.61,Colheita,2.4,BAIXO,Seguir rota atual
14.88,4.41,2.09,24.12,6.9,5.71,0.0,Colheita,6.04,BAIXO,Seguir rota atual
28.54,18.43,15.53,31.68,12.49,12.49,6.37,Manobra,34.42,MEDIO,Reduzir velocidade
22.76,4.79,2.49,21.98,5.54,12.0,6.69,Colheita,9.4,BAIXO,Seguir rota atual
43.81,21.97,0.0,37.58,15.22,5.44,10.93,Deslocamento,37.66,MEDIO,Atencao a inclinacao - reduzir velocidade
40.63,27.41,5.91,31.61,10.92,12.31,5.34,Deslocamento,68.85,ALTO,Interromper operacao
5.52,8.36,2.67,26.04,8.89,3.34,1.25,Colheita,5.57,BAIXO,Seguir rota atual
52.27,19.01,9.53,43.31,13.85,11.81,10.97,Manobra,72.86,ALTO,Pausa recomendada - risco de fadiga
27.59,6.67,8.56,15.32,8.52,2.48,7.74,Manobra,6.82,BAIXO,Seguir rota atual
